iter	Logloss
153	0.4053489618
154	0.4051366921
155	0.4049324911
156	0.4046081635
157	0.4043101187
158	0.4040536469
159	0.4037520613
160	0.4035609257
161	0.4032180008
162	0.4029125649
163	0.4026884666
164	0.4024836601
165	0.4020092863
166	0.4018164399
167	0.4015750643
168	0.401295341
169	0.4010408583
170	0.400874509
171	0.4006902955
172	0.4005890001
173	0.4003360158
174	0.3999778948
175	0.3997089495
176	0.3994879162
177	0.3991565038
178	0.3987740944
179	0.3986363182
180	0.3982031136
181	0.397965399
182	0.3978149906
183	0.3975812387
184	0.3973776673
185	0.3970538494
186	0.3968528797
187	0.3965712957
188	0.3963575081
189	0.3961809077
190	0.3959509122
191	0.3955397261
192	0.3953058402
193	0.3951706342
194	0.3949802578
195	0.3948100472
196	0.3946172876
197	0.3942235931
198	0.3940326078
199	0.3938942933
200	0.3935946781
201	0.3933282023
202	0.393172495
203	0.3930060762
204	0.3928265416
205	0.392615601
206	0.3923886942
207	0.3921666867
208	0.3920387097
209	0.3916193956
210	0.3913363121
211	0.3911928228
212	0.3909429173
213	0.3908965383
214	0.3907960648
215	0.3906898882
216	0.3903266529
217	0.3901001588
218	0.3899904098
219	0.3897821846
220	0.3895511026
221	0.3893484258
222	0.389164101
223	0.3891018493
224	0.3887905394
225	0.3885765496
226	0.3884039143
227	0.3882841359
228	0.3880958434
229	0.3879616571
230	0.3877456466
231	0.3873783304
232	0.3872229375
233	0.3870565024
234	0.3868618961
235	0.3866498144
236	0.3865155178
237	0.3863625833
238	0.3861423532
239	0.3860079595
240	0.3858219662
241	0.3856503361
242	0.3855061702
243	0.3853838582
244	0.3851856034
245	0.3850507424
246	0.3849009512
247	0.3847628415
248	0.3845123706
249	0.3843394422
250	0.3841069192
251	0.383930301
252	0.3837677023
253	0.3836739591
254	0.3835332044
255	0.3833880052
256	0.3831114099
257	0.382981667
258	0.3826406967
259	0.3824561207
260	0.3822929282
261	0.3821582402
262	0.3820578279
263	0.3818981876
264	0.3817055286
265	0.3815178044
266	0.3813449821
267	0.3811458642
268	0.3809759406
269	0.3808098423
270	0.3806852104
271	0.380589984
272	0.3804179645
273	0.3802158576
274	0.380039731
275	0.3796981811
276	0.3795618598
277	0.3794547862
278	0.3793185932
279	0.3792292054
280	0.3791363624
281	0.3790032994
282	0.3788755206
283	0.3787355927
284	0.378652026
285	0.3785441491
286	0.3783853012
287	0.3781924899
288	0.3780779726
289	0.377957901
290	0.3778427289
291	0.377651132
292	0.3775447868
293	0.3774301208
294	0.3771627163
295	0.3770767506
296	0.3769075204
297	0.3768015836
298	0.3766936736
299	0.3765169942
300	0.376298171
301	0.3760863052
302	0.3758706403
303	0.3757916655
304	0.3756779458
305	0.3755901256
306	0.3754652974
307	0.3753559674
308	0.3752261092
309	0.3751193597
310	0.3750213404
311	0.3748194596
312	0.3746849793
313	0.3745748232
314	0.3744501894
315	0.3742435724
316	0.3741753859
317	0.3740147728
318	0.3739135121
319	0.3738546486
320	0.3737315396
321	0.3736209531
322	0.3735021019
323	0.3733657867
324	0.3732762945
325	0.3731358978
326	0.3729673409
327	0.3727063135
328	0.3725096462
329	0.3723409207
330	0.3722453333
331	0.3720803816
332	0.3719525288
333	0.3718305053
334	0.3716282014
335	0.3715237613
336	0.3713345202
337	0.3711638159
338	0.3709588919
339	0.3708366021
340	0.3706399352
341	0.3705558205
342	0.3702282696
343	0.3701008746
344	0.3699823122
345	0.369912407
346	0.3697181876
347	0.3694878692
348	0.369365406
349	0.3692385694
350	0.3690728095
351	0.3689599929
352	0.3688898846
353	0.3687669926
354	0.3686777111
355	0.3685143798
356	0.368307533
357	0.3681588842
358	0.367932377
359	0.36774106
360	0.3675972875
361	0.3675098572
362	0.3673811712
363	0.3672792065
364	0.3671883038
365	0.367073965
366	0.36698252
367	0.3669129028
368	0.3667635745
369	0.3666253861
370	0.3664973961
371	0.3663245955
372	0.366257481
373	0.3661615213
374	0.366037796
375	0.3659593961
376	0.3659063286
377	0.365742429
378	0.3656165511
379	0.3654639573
380	0.3653505723
381	0.365149312
382	0.3650320114
383	0.3649352744
384	0.3647642643
385	0.3645882836
386	0.3644857001
387	0.3643382768
388	0.3642339826
389	0.3641119969
390	0.3638774362
391	0.3636558278
392	0.3634651963
393	0.3633627723
394	0.3632179842
395	0.3631120488
396	0.3629407807
397	0.3628268082
398	0.3626099521
399	0.3623247103
400	0.3622035176
401	0.3620444369
402	0.3619349435
403	0.3618326236
404	0.3615906444
405	0.3614768467
406	0.3614060757
407	0.3612137668
408	0.3611173141
409	0.360873507
410	0.3607853793
411	0.3607015107
412	0.3605940604
413	0.3604252729
414	0.360223757
415	0.3600827255
416	0.3599239013
417	0.3596805605
418	0.3595829348
419	0.3594249284
420	0.3593363147
421	0.3591704295
422	0.3590258264
423	0.3589369219
424	0.3588150908
425	0.3587054662
426	0.3585505239
427	0.3584738812
428	0.3583973312
429	0.3583111573
430	0.35822996
431	0.3580394197
432	0.3579424831
433	0.3578003652
434	0.3576722845
435	0.3575642219
436	0.3574770242
437	0.3573909915
438	0.357267388
439	0.3571754673
440	0.3570626539
441	0.3569177701
442	0.3567875998
443	0.3566947058
444	0.3565975546
445	0.3564620983
446	0.3562455959
447	0.3561286732
448	0.3560265755
449	0.3558967257
450	0.3557119722
451	0.3556528005
452	0.3554592503
453	0.3553183677
454	0.3551809075
455	0.3550462793
456	0.3549683299
457	0.3548265591
458	0.3547461595
459	0.3546411271
460	0.3545638467
461	0.35435063
462	0.3541225674
463	0.3539773083
464	0.3538602733
465	0.3537364215
466	0.3536109102
467	0.353405722
468	0.353295439
469	0.3531235353
470	0.3529939094
471	0.3527847978
472	0.3526527359
473	0.352580018
474	0.3524567661
475	0.352384066
476	0.3521514685
477	0.3520632358
478	0.3519218813
479	0.3516977397
480	0.3515606624
481	0.3514113871
482	0.3513182944
483	0.3512439265
484	0.351131676
485	0.3510437927
486	0.3508606197
487	0.3506911752
488	0.3504887539
489	0.3503821115
490	0.3502713363
491	0.3502049256
492	0.3501057436
493	0.3500215181
494	0.3499276016
495	0.3497790512
496	0.3495744635
497	0.349393316
498	0.3492406622
499	0.3490572476
500	0.3489634698
501	0.348758596
502	0.3486536506
503	0.3484716207
504	0.3483195608
505	0.3481524125
506	0.3479989629
507	0.3478515466
508	0.347705173
509	0.3475317895
510	0.3473965506
511	0.3472688964
512	0.3471017068
513	0.3469689007
514	0.3468391347
515	0.3466921663
516	0.3465038957
517	0.3463826531
518	0.3462841519
519	0.3461781148
520	0.3460267602
521	0.3459326387
522	0.345746054
523	0.3456569934
524	0.3454614167
525	0.3453362623
526	0.3452175023
527	0.3450451346
528	0.3449358285
529	0.344799852
530	0.3446284395
531	0.3445314996
532	0.344382023
533	0.3442555026
534	0.3441412919
535	0.3439727724
536	0.3438647671
537	0.3437463117
538	0.3435443651
539	0.3433319676
540	0.3431534257
541	0.3430575832
542	0.3429367239
543	0.3428584974
544	0.3427606414
545	0.3425622262
546	0.3424801153
547	0.3422798406
548	0.3420677769
549	0.3419120219
550	0.3417228761
551	0.3416009693
552	0.3415250273
553	0.3413737931
554	0.3412307562
555	0.3411431002
556	0.3410231759
557	0.3408968986
558	0.3408156142
559	0.3406354735
560	0.3404618245
561	0.3403412532
562	0.3402233189
563	0.3401625042
564	0.3400399853
565	0.3399669949
566	0.3398971291
567	0.3398119826
568	0.3396584682
569	0.3395548676
570	0.3394476472
571	0.3393356202
572	0.339176381
573	0.3390478936
574	0.3389771558
575	0.3388294645
576	0.3387455859
577	0.3386489056
578	0.3385497998
579	0.3384582781
580	0.3383786013
581	0.3382506711
582	0.33817791
583	0.3380400899
584	0.3378909651
585	0.3377107853
586	0.3376583008
587	0.3374577157
588	0.3373379717
589	0.337182331
590	0.336997687
591	0.3369265479
592	0.3368155882
593	0.3367036659
594	0.3365394884
595	0.3363564
596	0.3362189607
597	0.3360506127
598	0.3359292269
599	0.3358302317
600	0.3357404781
601	0.3356481469
602	0.3355132359
603	0.3354104834
604	0.3353310646
605	0.335214076
606	0.3351187739
607	0.3350217181
608	0.3349088425
609	0.3347838309
610	0.3345935692
611	0.3344796997
612	0.334339962
613	0.3342553236
614	0.3341377198
615	0.3339569364
616	0.3338530082
617	0.3337191165
618	0.3335901026
619	0.3335196643
620	0.3333816533
621	0.3332808615
622	0.3332092791
623	0.3331001234
624	0.3329858907
625	0.3328796522
626	0.332787738
627	0.3326784389
628	0.3326000291
629	0.3324596244
630	0.3323917733
631	0.3322653683
632	0.3321568947
633	0.3320463682
634	0.3319025112
635	0.3318409612
636	0.3317170047
637	0.3316295517
638	0.3315471064
639	0.3314191175
640	0.3313200713
641	0.3311942857
642	0.3310443799
643	0.3309628052
644	0.3307944479
645	0.3306584979
646	0.3305996568
647	0.3304579723
648	0.3303531495
649	0.3302398578
650	0.3300915181
651	0.3299288789
652	0.3298427874
653	0.3297708096
654	0.3295988063
655	0.3294630949
656	0.3293745487
657	0.3292673564
658	0.3291063709
659	0.3289802367
660	0.3288398114
661	0.3287424442
662	0.3286223022
663	0.3285476639
664	0.32848298
665	0.3282805261
666	0.3281496341
667	0.3280739024
668	0.3279914351
669	0.327762208
670	0.3276357949
671	0.3275447757
672	0.3274578936
673	0.3273694195
674	0.3273107165
675	0.3271591051
676	0.3270756339
677	0.326926131
678	0.3268643272
679	0.3268229189
680	0.3266718982
681	0.3265462553
682	0.3264677862
683	0.3263782922
684	0.3262872535
685	0.3261502338
686	0.3260232267
687	0.3258632258
688	0.3257769712
689	0.3257013861
690	0.3256262727
691	0.3255012291
692	0.3254365233
693	0.325304877
694	0.3251844579
695	0.3250138782
696	0.324939658
697	0.3248691628
698	0.324782454
699	0.3245743497
700	0.3244753631
701	0.3244178287
702	0.3243253957
703	0.3241466999
704	0.324041883
705	0.3239338369
706	0.3237998609
707	0.3236978008
708	0.3236187437
709	0.3234998066
710	0.3234372322
711	0.3233220842
712	0.323207434
713	0.3231357189
714	0.3230603469
715	0.322900416
716	0.32284264
717	0.32268813
718	0.3225863465
719	0.3225032772
720	0.3223805308
721	0.3222948381
722	0.3221916123
723	0.3220209434
724	0.3219490793
725	0.3218848119
726	0.3217745179
727	0.3215912489
728	0.321425548
729	0.321312615
730	0.3211827721
731	0.3211129756
732	0.3210260114
733	0.3208963706
734	0.320835903
735	0.3207445654
736	0.3206274834
737	0.320535081
738	0.3204342754
739	0.3203346383
740	0.3202711656
741	0.3201596148
742	0.3200974424
743	0.3200160975
744	0.3199015341
745	0.31972956
746	0.319654218
747	0.3196011636
748	0.3195379695
749	0.3194126881
750	0.3193620099
751	0.31927209
752	0.3191518084
753	0.3190411201
754	0.3189950895
755	0.3188870534
756	0.3187983268
757	0.318623735
758	0.3185190355
759	0.3184415978
760	0.3182860065
761	0.3181637571
762	0.3181064435
763	0.3179933264
764	0.3179147206
765	0.3178130831
766	0.3177468684
767	0.3176278871
768	0.3175567517
769	0.3174840391
770	0.3174047534
771	0.3173030678
772	0.3171990946
773	0.3171003518
774	0.3169957758
775	0.3168784562
776	0.3167690612
777	0.3167040442
778	0.3166411318
779	0.3165699458
780	0.3164907416
781	0.3164201706
782	0.3162755814
783	0.3162071219
784	0.3161041538
785	0.3160104554
786	0.3159200902
787	0.3158363635
788	0.3157400167
789	0.3156775312
790	0.3155775846
791	0.3154464347
792	0.3153342178
793	0.3152743098
794	0.3151659211
795	0.3150684983
796	0.3149616068
797	0.3148576704
798	0.3147317555
799	0.3146700729
800	0.3145625897
801	0.3144003371
802	0.3142397817
803	0.314104812
804	0.3140419873
805	0.3139965213
806	0.3139326867
807	0.3138079296
808	0.3137013359
809	0.3136013735
810	0.3135091001
811	0.3134496957
812	0.3133190746
813	0.3132072939
814	0.313149444
815	0.3130726465
816	0.3129857934
817	0.3128873356
818	0.3127962014
819	0.3127358959
820	0.3126588235
821	0.312594602
822	0.3124966378
823	0.3123622833
824	0.3122769221
825	0.3122060943
826	0.3120778955
827	0.3119923356
828	0.3119015256
829	0.3118600104
830	0.3117608636
831	0.3116669708
832	0.3115108389
833	0.311406594
834	0.3112966318
835	0.3111982051
836	0.3111308438
837	0.3110067533
838	0.3108910187
839	0.3108227839
840	0.310753288
841	0.3106512984
842	0.3105575255
843	0.3104933887
844	0.3103582701
845	0.3102738013
846	0.3102087492
847	0.3101431481
848	0.3100055008
849	0.3099637905
850	0.3098551458
851	0.309780721
852	0.3096520913
853	0.3096008038
854	0.3095436417
855	0.3094123462
856	0.309329986
857	0.3092759388
858	0.3092015669
859	0.3091097615
860	0.3090456864
861	0.3089648052
862	0.3088704905
863	0.3087699711
864	0.308703758
865	0.3086557521
866	0.3085374234
867	0.3084867288
868	0.3083982236
869	0.3083015668
870	0.3082246341
871	0.3081484193
872	0.3080656176
873	0.3079316207
874	0.3077906695
875	0.3077139143
876	0.3076198999
877	0.3075551579
878	0.3074718735
879	0.3073884536
880	0.3073145193
881	0.3072132397
882	0.3070955601
883	0.3069678131
884	0.3068953663
885	0.3068268757
886	0.3067235603
887	0.3066835712
888	0.3065717033
889	0.3064612779
890	0.3063871332
891	0.3062977436
892	0.3062216456
893	0.3061623677
894	0.3060737259
895	0.3059841449
896	0.3058395898
897	0.3057273585
898	0.3055976999
899	0.3055231766
900	0.3054682511
901	0.3054023263
902	0.3053481341
903	0.3052806214
904	0.3052088649
905	0.3051150056
906	0.3050700733
907	0.3049802264
908	0.3049270372
909	0.3048189973
910	0.3047441541
911	0.3046492244
912	0.3045053719
913	0.3043823177
914	0.304263889
915	0.3041363291
916	0.3040756794
917	0.3039278926
918	0.303858753
919	0.3037976019
920	0.303712744
921	0.3036129671
922	0.3035630715
923	0.3035149705
924	0.3034569565
925	0.3033229874
926	0.3032197179
927	0.3031332108
928	0.3030429651
929	0.3029676735
930	0.3028991956
931	0.3027636024
932	0.3026666448
933	0.3024905532
934	0.302416453
935	0.3023469191
936	0.3022829164
937	0.3022280045
938	0.3021234094
939	0.3020710208
940	0.3019960203
941	0.3019173596
942	0.3017614431
943	0.3016752422
944	0.3016010301
945	0.3015186858
946	0.3014606108
947	0.301361898
948	0.3012591985
949	0.3011781217
950	0.3011158536
951	0.3010307295
952	0.3009412634
953	0.3008325299
954	0.3007552977
955	0.3006505254
956	0.3004965485
957	0.3004216761
958	0.3003332028
959	0.3002547124
960	0.3001993804
961	0.3000486815
962	0.2999143969
963	0.2998318497
964	0.2997399887
965	0.2996938199
966	0.299645431
967	0.2995512663
968	0.2994935821
969	0.2994162341
970	0.2992873447
971	0.2992083003
972	0.2991365376
973	0.2990467029
974	0.2989360407
975	0.2988950344
976	0.2988059459
977	0.2986765307
978	0.2986164761
979	0.2985605512
980	0.2984486082
981	0.2983751893
982	0.2983272884
983	0.2981855152
984	0.2981223294
985	0.2980016865
986	0.2979447091
987	0.2978019292
988	0.2977418895
989	0.2975322754
990	0.297441123
991	0.2973821507
992	0.2972773322
993	0.2971829366
994	0.2970961752
995	0.2970491386
996	0.2969529851
997	0.2968947514
998	0.296825789
999	0.2967599255
