iter	Passed	Remaining
428	1757	2339
429	1761	2334
430	1765	2330
431	1769	2326
432	1773	2321
433	1777	2318
434	1781	2314
435	1785	2310
436	1790	2306
437	1794	2302
438	1798	2298
439	1802	2294
440	1806	2290
441	1810	2285
442	1814	2281
443	1818	2277
444	1822	2273
445	1826	2268
446	1830	2265
447	1835	2261
448	1839	2256
449	1843	2252
450	1847	2248
451	1850	2244
452	1855	2240
453	1859	2235
454	1863	2231
455	1867	2227
456	1871	2223
457	1875	2219
458	1879	2215
459	1883	2210
460	1887	2207
461	1891	2202
462	1895	2198
463	1900	2194
464	1903	2190
465	1908	2186
466	1912	2182
467	1916	2178
468	1920	2174
469	1924	2170
470	1928	2166
471	1932	2162
472	1936	2157
473	1941	2154
474	1945	2150
475	1949	2145
476	1953	2141
477	1957	2137
478	1961	2133
479	1965	2129
480	1969	2125
481	1973	2121
482	1978	2117
483	1982	2113
484	1986	2109
485	1990	2104
486	1994	2100
487	1998	2096
488	2002	2093
489	2007	2089
490	2011	2085
491	2015	2080
492	2019	2076
493	2023	2072
494	2027	2068
495	2031	2064
496	2035	2060
497	2039	2055
498	2043	2051
499	2047	2047
500	2051	2043
501	2055	2039
502	2059	2034
503	2063	2030
504	2067	2026
505	2071	2022
506	2075	2018
507	2079	2014
508	2083	2009
509	2087	2005
510	2091	2001
511	2096	1997
512	2100	1994
513	2104	1990
514	2109	1986
515	2113	1982
516	2117	1978
517	2121	1974
518	2125	1970
519	2130	1966
520	2134	1961
521	2138	1957
522	2142	1953
523	2146	1949
524	2149	1945
525	2154	1941
526	2158	1937
527	2162	1932
528	2166	1928
529	2170	1924
530	2174	1920
531	2178	1916
532	2182	1911
533	2186	1907
534	2190	1903
535	2194	1899
536	2198	1895
537	2202	1891
538	2206	1886
539	2210	1882
540	2214	1878
541	2218	1874
542	2222	1870
543	2226	1866
544	2230	1862
545	2234	1857
546	2238	1854
547	2242	1849
548	2247	1845
549	2251	1841
550	2255	1837
551	2259	1833
552	2263	1829
553	2268	1826
554	2272	1822
555	2277	1818
556	2282	1815
557	2286	1811
558	2290	1807
559	2295	1803
560	2300	1799
561	2304	1795
562	2308	1792
563	2312	1787
564	2316	1783
565	2320	1779
566	2324	1775
567	2328	1771
568	2332	1766
569	2336	1762
570	2340	1758
571	2344	1754
572	2348	1750
573	2352	1746
574	2356	1741
575	2360	1737
576	2364	1733
577	2368	1729
578	2372	1725
579	2376	1720
580	2380	1716
581	2384	1712
582	2388	1708
583	2392	1704
584	2396	1700
585	2400	1695
586	2404	1691
587	2408	1687
588	2412	1683
589	2416	1679
590	2420	1675
591	2424	1671
592	2428	1666
593	2432	1662
594	2436	1658
595	2440	1654
596	2444	1650
597	2448	1646
598	2452	1641
599	2456	1637
600	2460	1633
601	2464	1629
602	2468	1625
603	2472	1621
604	2476	1617
605	2480	1612
606	2484	1608
607	2488	1604
608	2492	1600
609	2496	1596
610	2500	1592
611	2504	1587
612	2508	1583
613	2512	1579
614	2516	1575
615	2520	1571
616	2524	1567
617	2528	1563
618	2532	1559
619	2536	1554
620	2540	1550
621	2545	1546
622	2549	1542
623	2553	1538
624	2557	1534
625	2561	1530
626	2565	1526
627	2569	1521
628	2573	1517
629	2577	1513
630	2581	1509
631	2585	1505
632	2589	1501
633	2593	1497
634	2597	1492
635	2601	1488
636	2605	1484
637	2609	1480
638	2613	1476
639	2617	1472
640	2621	1467
641	2625	1463
642	2629	1459
643	2633	1455
644	2637	1451
645	2641	1447
646	2645	1443
647	2649	1439
648	2653	1434
649	2657	1430
650	2661	1426
651	2665	1422
652	2669	1418
653	2673	1414
654	2677	1410
655	2681	1406
656	2685	1401
657	2689	1397
658	2693	1393
659	2697	1389
660	2701	1385
661	2705	1381
662	2709	1377
663	2713	1372
664	2717	1368
665	2721	1364
666	2725	1360
667	2729	1356
668	2733	1352
669	2737	1348
670	2741	1344
671	2745	1340
672	2749	1336
673	2754	1332
674	2758	1327
675	2762	1323
676	2766	1319
677	2770	1315
678	2774	1311
679	2778	1307
680	2782	1303
681	2787	1299
682	2791	1295
683	2795	1291
684	2799	1287
685	2803	1283
686	2807	1279
687	2811	1274
688	2815	1270
689	2819	1266
690	2823	1262
691	2827	1258
692	2831	1254
693	2835	1250
694	2839	1246
695	2843	1241
696	2847	1237
697	2851	1233
698	2855	1229
699	2859	1225
700	2863	1221
701	2867	1217
702	2871	1213
703	2876	1209
704	2880	1205
705	2884	1201
706	2888	1197
707	2893	1193
708	2897	1189
709	2901	1185
710	2905	1180
711	2909	1176
712	2913	1172
713	2917	1168
714	2921	1164
715	2925	1160
716	2929	1156
717	2933	1152
718	2937	1148
719	2942	1144
720	2945	1139
721	2949	1135
722	2953	1131
723	2957	1127
724	2961	1123
725	2965	1119
726	2969	1115
727	2973	1111
728	2977	1106
729	2981	1102
730	2985	1098
731	2990	1094
732	2994	1090
733	2998	1086
734	3002	1082
735	3006	1078
736	3010	1074
737	3014	1070
738	3018	1066
739	3022	1062
740	3026	1057
741	3031	1053
742	3034	1049
743	3039	1045
744	3042	1041
745	3046	1037
746	3050	1033
747	3054	1029
748	3058	1025
749	3062	1020
750	3066	1016
751	3070	1012
752	3074	1008
753	3078	1004
754	3082	1000
755	3086	996
756	3090	992
757	3094	988
758	3099	984
759	3103	980
760	3107	976
761	3111	971
762	3115	967
763	3119	963
764	3123	959
765	3128	955
766	3131	951
767	3136	947
768	3140	943
769	3144	939
770	3148	935
771	3152	931
772	3156	926
773	3160	922
774	3164	918
775	3168	914
776	3172	910
777	3176	906
778	3180	902
779	3184	898
780	3188	894
781	3192	889
782	3196	885
783	3200	881
784	3204	877
785	3208	873
786	3212	869
787	3216	865
788	3220	861
789	3224	857
790	3228	852
791	3232	848
792	3236	844
793	3240	840
794	3244	836
795	3248	832
796	3252	828
797	3257	824
798	3261	820
799	3265	816
800	3269	812
801	3273	808
802	3277	804
803	3281	799
804	3285	795
805	3289	791
806	3293	787
807	3297	783
808	3301	779
809	3305	775
810	3309	771
811	3313	767
812	3317	763
813	3321	758
814	3325	754
815	3329	750
816	3333	746
817	3337	742
818	3341	738
819	3345	734
820	3349	730
821	3353	726
822	3357	722
823	3361	717
824	3365	713
825	3369	709
826	3373	705
827	3377	701
828	3381	697
829	3385	693
830	3389	689
831	3393	685
832	3397	681
833	3401	677
834	3405	672
835	3409	668
836	3413	664
837	3417	660
838	3421	656
839	3425	652
840	3429	648
841	3433	644
842	3437	640
843	3441	636
844	3445	632
845	3450	628
846	3454	623
847	3457	619
848	3462	615
849	3465	611
850	3469	607
851	3473	603
852	3477	599
853	3481	595
854	3485	591
855	3490	587
856	3494	583
857	3498	578
858	3502	574
859	3506	570
860	3510	566
861	3514	562
862	3518	558
863	3522	554
864	3526	550
865	3531	546
866	3535	542
867	3539	538
868	3543	534
869	3547	530
870	3551	525
871	3555	521
872	3559	517
873	3563	513
874	3567	509
875	3571	505
876	3575	501
877	3579	497
878	3583	493
879	3587	489
880	3591	485
881	3595	481
882	3599	476
883	3603	472
884	3607	468
885	3611	464
886	3615	460
887	3619	456
888	3623	452
889	3627	448
890	3631	444
891	3635	440
892	3639	436
893	3643	432
894	3647	427
895	3651	423
896	3655	419
897	3659	415
898	3663	411
899	3667	407
900	3671	403
901	3675	399
902	3679	395
903	3683	391
904	3687	387
905	3691	383
906	3695	378
907	3699	374
908	3703	370
909	3707	366
910	3711	362
911	3715	358
912	3719	354
913	3723	350
914	3727	346
915	3731	342
916	3735	338
917	3739	334
918	3743	329
919	3748	325
920	3752	321
921	3755	317
922	3760	313
923	3764	309
924	3767	305
925	3771	301
926	3775	297
927	3779	293
928	3783	289
929	3787	285
930	3791	281
931	3795	276
932	3799	272
933	3804	268
934	3807	264
935	3811	260
936	3815	256
937	3819	252
938	3823	248
939	3827	244
940	3831	240
941	3835	236
942	3839	232
943	3843	228
944	3847	223
945	3851	219
946	3855	215
947	3859	211
948	3863	207
949	3867	203
950	3871	199
951	3875	195
952	3880	191
953	3884	187
954	3889	183
955	3894	179
956	3898	175
957	3902	171
958	3907	167
959	3911	162
960	3915	158
961	3920	154
962	3924	150
963	3929	146
964	3933	142
965	3938	138
966	3942	134
967	3946	130
968	3950	126
969	3954	122
970	3958	118
971	3962	114
972	3966	110
973	3970	105
974	3974	101
975	3978	97
976	3982	93
977	3986	89
978	3991	85
979	3995	81
980	3999	77
981	4003	73
982	4007	69
983	4011	65
984	4015	61
985	4019	57
986	4023	52
987	4027	48
988	4031	44
989	4035	40
990	4039	36
991	4043	32
992	4047	28
993	4051	24
994	4055	20
995	4059	16
996	4063	12
997	4067	8
998	4071	4
999	4075	0
